Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,salary bucket,Total Years
EMP1886,Heidi,Smith,32,Cloud Tech-Texas,Active,17-Jan-24,81137,heidi.smith@example.com,7497852490,Excellent,FALSE,60k to 100k,2
EMP1889,Heidi,Smith,25,Finance-New York,Active,02-Jun-23,81849,heidi.smith@example.com,6791766511,Excellent,FALSE,60k to 100k,3
EMP1892,Heidi,Smith,40,Admin-California,Active,20-Dec-24,70661,heidi.smith@example.com,5944633398,Good,TRUE,60k to 100k,1
EMP1903,Eva,Davis,32,Sales-Illinois,Active,01-Jun-24,97927,eva.davis@example.com,5607676163,Average,TRUE,60k to 100k,2
EMP1911,Bob,Jones,25,Admin-California,Active,28-Nov-23,60357,bob.jones@example.com,2305248087,Poor,TRUE,60k to 100k,2
EMP1916,Eva,Johnson,32,Admin-California,Active,04-Jun-24,68201,eva.johnson@example.com,6486287202,Average,TRUE,60k to 100k,2
EMP1918,Charlie,Brown,32,HR-New York,Active,14-Sep-24,99568,charlie.brown@example.com,5057303626,Good,TRUE,60k to 100k,2
EMP1919,Charlie,Garcia,30,Admin-Texas,Active,10-Oct-21,90217,charlie.garcia@example.com,9246320373,Average,TRUE,60k to 100k,5
EMP1921,Charlie,Davis,35,Finance-Illinois,Active,28-Dec-22,71109,charlie.davis@example.com,3214505765,Poor,TRUE,60k to 100k,3
EMP1926,Frank,Jones,25,Sales-Nevada,Active,09-Apr-23,86850,frank.jones@example.com,9177680897,Excellent,TRUE,60k to 100k,3
EMP1932,Grace,Smith,30,Sales-Illinois,Active,21-Oct-20,64545,grace.smith@example.com,9885582983,Average,TRUE,60k to 100k,5
EMP1933,Frank,Smith,25,Sales-Florida,Active,14-Jan-20,78662,frank.smith@example.com,9330674583,Poor,TRUE,60k to 100k,6
EMP1941,Eva,Jones,30,Sales-Texas,Active,16-Oct-21,82273,eva.jones@example.com,7120072023,Excellent,FALSE,60k to 100k,4
EMP1949,Frank,Jones,35,DevOps-California,Active,31-Jul-24,80936,frank.jones@example.com,1455937660,Excellent,FALSE,60k to 100k,2
EMP1961,Eva,Smith,32,DevOps-Texas,Active,02-Nov-21,84560,eva.smith@example.com,6060148859,Poor,FALSE,60k to 100k,4
EMP1969,Eva,Williams,30,Finance-Texas,Active,28-May-21,84254,eva.williams@example.com,8409112251,Excellent,TRUE,60k to 100k,5
EMP1972,Bob,Smith,32,Finance-Florida,Active,24-Aug-21,96347,bob.smith@example.com,7876553006,Average,TRUE,60k to 100k,5
EMP1982,Eva,Brown,25,HR-New York,Active,07-Jan-23,72828,eva.brown@example.com,6046154020,Good,FALSE,60k to 100k,3
EMP1993,Grace,Brown,32,DevOps-Nevada,Active,05-Dec-22,64045,grace.brown@example.com,6847323652,Poor,TRUE,60k to 100k,3
EMP2007,Charlie,Jones,35,DevOps-Texas,Active,14-Jul-22,69147,charlie.jones@example.com,6811872332,Poor,FALSE,60k to 100k,4
EMP2010,Bob,Jones,35,Sales-Nevada,Active,10-Jun-24,71148,bob.jones@example.com,8307482072,Average,FALSE,60k to 100k,2
EMP1002,Alice,Jones,32,Admin-Nevada,Pending,07-Dec-23,88146,alice.jones@example.com,5596363211,Good,TRUE,60k to 100k,2
EMP1019,Charlie,Williams,35,Admin-Illinois,Pending,02-Jan-20,91926,charlie.williams@example.com,7107256365,Average,TRUE,60k to 100k,6
EMP1023,David,Garcia,35,Finance-Nevada,Pending,03-Feb-22,80667,david.garcia@example.com,7572158623,Excellent,FALSE,60k to 100k,4
EMP1025,David,Miller,25,Cloud Tech-Nevada,Pending,30-Apr-20,66026,david.miller@example.com,9485625727,Average,FALSE,60k to 100k,6
EMP1038,Frank,Smith,35,Admin-Nevada,Pending,05-Oct-21,66708,frank.smith@example.com,6108573277,Good,TRUE,60k to 100k,5
EMP1045,Alice,Brown,25,HR-New York,Pending,20-Jun-21,61311,alice.brown@example.com,61027768,Average,TRUE,60k to 100k,5
EMP1058,David,Williams,35,Finance-Texas,Pending,07-Nov-21,93621,david.williams@example.com,54522800,Good,FALSE,60k to 100k,4
EMP1059,Bob,Jones,35,Sales-California,Pending,16-Apr-22,72833,bob.jones@example.com,5619318373,Excellent,TRUE,60k to 100k,4
EMP1062,Frank,Jones,40,Finance-Florida,Pending,13-Mar-21,85782,frank.jones@example.com,1213524786,Excellent,TRUE,60k to 100k,5
EMP1063,Charlie,Smith,25,HR-Illinois,Pending,20-Jul-23,93348,charlie.smith@example.com,1255213759,Poor,FALSE,60k to 100k,3
EMP1067,Bob,Smith,40,Admin-New York,Pending,26-Nov-22,82518,bob.smith@example.com,5562606028,Poor,TRUE,60k to 100k,3
EMP1089,Charlie,Johnson,40,Admin-Nevada,Pending,25-Aug-23,68906,charlie.johnson@example.com,9837801819,Average,FALSE,60k to 100k,3
EMP1090,Heidi,Garcia,40,Finance-Nevada,Pending,03-Jul-21,72561,heidi.garcia@example.com,4339718955,Excellent,TRUE,60k to 100k,5
EMP1093,Eva,Miller,32,DevOps-California,Pending,21-Jan-20,86164,eva.miller@example.com,2412462094,Average,TRUE,60k to 100k,6
EMP1100,Charlie,Davis,35,Cloud Tech-Texas,Pending,21-Aug-21,98819,charlie.davis@example.com,794200748,Good,FALSE,60k to 100k,5
EMP1108,David,Miller,35,DevOps-California,Pending,26-Oct-24,81782,david.miller@example.com,5319433749,Good,FALSE,60k to 100k,1
EMP1111,Eva,Davis,40,Cloud Tech-Florida,Pending,14-Sep-21,98981,eva.davis@example.com,9212493842,Good,TRUE,60k to 100k,5
EMP1115,Eva,Brown,30,Sales-Florida,Pending,25-Jul-24,84421,eva.brown@example.com,5190361331,Average,FALSE,60k to 100k,2
EMP1117,Heidi,Miller,35,DevOps-Florida,Pending,16-Mar-20,81838,heidi.miller@example.com,4317350582,Good,TRUE,60k to 100k,6
EMP1119,Alice,Jones,30,Sales-California,Pending,29-Mar-24,84895,alice.jones@example.com,651207048,Excellent,TRUE,60k to 100k,2
EMP1136,David,Smith,32,Finance-Illinois,Pending,11-Jun-24,62604,david.smith@example.com,9611223385,Good,FALSE,60k to 100k,2
EMP1139,Charlie,Smith,25,Finance-California,Pending,04-Sep-21,94726,charlie.smith@example.com,3179128684,Poor,FALSE,60k to 100k,5
EMP1150,Alice,Williams,32,Sales-California,Pending,29-Mar-21,95336,alice.williams@example.com,3373898774,Poor,FALSE,60k to 100k,5
EMP1152,Heidi,Smith,25,Cloud Tech-New York,Pending,04-Oct-20,77205,heidi.smith@example.com,5292407552,Average,FALSE,60k to 100k,6
EMP1174,David,Garcia,40,Sales-Illinois,Pending,14-Oct-23,94989,david.garcia@example.com,531312205,Good,FALSE,60k to 100k,2
EMP1175,Eva,Miller,25,Admin-California,Pending,10-Apr-24,71629,eva.miller@example.com,8155839385,Excellent,FALSE,60k to 100k,2
EMP1180,Heidi,Jones,40,HR-New York,Pending,21-Aug-20,74162,heidi.jones@example.com,7150997682,Excellent,FALSE,60k to 100k,6
EMP1189,David,Miller,35,HR-Nevada,Pending,27-Jul-24,60338,david.miller@example.com,7347156626,Excellent,FALSE,60k to 100k,2
EMP1193,Eva,Davis,32,Cloud Tech-California,Pending,31-May-20,71729,eva.davis@example.com,7323008575,Good,TRUE,60k to 100k,6
EMP1195,Grace,Johnson,40,Sales-Illinois,Pending,25-Mar-20,81481,grace.johnson@example.com,1692364586,Excellent,FALSE,60k to 100k,6
EMP1206,Alice,Garcia,35,Sales-New York,Pending,10-Feb-22,60798,alice.garcia@example.com,4090138068,Average,TRUE,60k to 100k,4
EMP1228,Grace,Smith,35,Admin-Florida,Pending,15-Oct-22,75714,grace.smith@example.com,5912662014,Good,TRUE,60k to 100k,3
EMP1238,Heidi,Williams,30,Sales-California,Pending,02-Oct-22,64012,heidi.williams@example.com,8260340847,Poor,TRUE,60k to 100k,4
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,15-Jan-23,70325,frank.johnson@example.com,3103032431,Average,FALSE,60k to 100k,3
EMP1242,David,Brown,40,Cloud Tech-California,Pending,18-Mar-23,75824,david.brown@example.com,8446267145,Average,FALSE,60k to 100k,3
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,24-May-23,73633,charlie.williams@example.com,2588967923,Good,TRUE,60k to 100k,3
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,28-Apr-24,90374,alice.miller@example.com,822269404,Good,FALSE,60k to 100k,2
EMP1257,Frank,Miller,30,Admin-Florida,Pending,14-Aug-22,84913,frank.miller@example.com,2850676250,Average,TRUE,60k to 100k,4
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,09-Oct-23,82941,alice.williams@example.com,963480796,Poor,FALSE,60k to 100k,3
EMP1266,Grace,Brown,32,DevOps-California,Pending,19-Nov-21,85512,grace.brown@example.com,7416787255,Good,FALSE,60k to 100k,4
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,28-Feb-21,89262,heidi.garcia@example.com,3260931065,Poor,TRUE,60k to 100k,5
EMP1275,Eva,Brown,35,DevOps-New York,Pending,14-Dec-23,84230,eva.brown@example.com,200053473,Good,TRUE,60k to 100k,2
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,17-Jan-23,76579,eva.smith@example.com,9162475540,Average,FALSE,60k to 100k,3
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,05-May-21,66972,charlie.johnson@example.com,1093371188,Good,TRUE,60k to 100k,5
EMP1292,Grace,Smith,32,DevOps-California,Pending,28-Aug-20,94710,grace.smith@example.com,3652717271,Excellent,FALSE,60k to 100k,6
EMP1296,Bob,Miller,32,Cloud Tech-Texas,Pending,01-Nov-22,64151,bob.miller@example.com,23142899,Good,TRUE,60k to 100k,3
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,15-Mar-22,87019,charlie.miller@example.com,5926249450,Good,TRUE,60k to 100k,4
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,09-Mar-20,81251,david.johnson@example.com,9523668787,Excellent,FALSE,60k to 100k,6
EMP1310,Frank,Garcia,30,HR-New York,Pending,03-Dec-22,65473,frank.garcia@example.com,2105524727,Good,FALSE,60k to 100k,3
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,07-Oct-23,89120,alice.smith@example.com,2418623689,Good,TRUE,60k to 100k,3
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,22-Feb-21,77764,heidi.miller@example.com,6205634110,Good,TRUE,60k to 100k,5
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,21-Aug-23,75148,frank.garcia@example.com,5950342810,Average,FALSE,60k to 100k,3
EMP1322,Frank,Brown,35,Finance-Texas,Pending,04-Nov-24,65489,frank.brown@example.com,1990970050,Average,TRUE,60k to 100k,1
EMP1323,Eva,Johnson,32,Sales-Illinois,Pending,05-May-22,70663,eva.johnson@example.com,4054683564,Excellent,FALSE,60k to 100k,4
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,01-Oct-22,82258,eva.miller@example.com,6790422710,Average,TRUE,60k to 100k,4
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,27-Sep-22,62883,frank.williams@example.com,3322889856,Average,FALSE,60k to 100k,4
EMP1330,Eva,Smith,32,HR-Texas,Pending,23-Jul-24,98850,eva.smith@example.com,4955112746,Poor,FALSE,60k to 100k,2
EMP1333,David,Williams,35,DevOps-Texas,Pending,23-Oct-24,95493,david.williams@example.com,6874090379,Good,FALSE,60k to 100k,1
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,31-Aug-22,68977,alice.jones@example.com,1663651558,Poor,TRUE,60k to 100k,4
EMP1342,Heidi,Williams,40,Admin-California,Pending,07-Feb-22,80229,heidi.williams@example.com,6778265959,Excellent,FALSE,60k to 100k,4
EMP1348,David,Garcia,32,Sales-New York,Pending,18-Feb-22,61865,david.garcia@example.com,5586851275,Excellent,TRUE,60k to 100k,4
EMP1350,Bob,Brown,35,HR-New York,Pending,04-Jul-23,84706,bob.brown@example.com,4911110960,Average,FALSE,60k to 100k,3
EMP1355,Bob,Davis,32,Admin-Illinois,Pending,03-Jan-21,97720,bob.davis@example.com,8955296385,Excellent,FALSE,60k to 100k,5
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,08-Sep-22,90757,grace.smith@example.com,6482531105,Good,TRUE,60k to 100k,4
EMP1359,Grace,Williams,32,Cloud Tech-California,Pending,21-Jul-24,87583,grace.williams@example.com,920981959,Good,FALSE,60k to 100k,2
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,28-Dec-21,61644,bob.brown@example.com,2752334382,Good,TRUE,60k to 100k,4
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,27-Nov-23,81671,frank.davis@example.com,2990155798,Poor,TRUE,60k to 100k,2
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,11-Aug-20,97400,alice.miller@example.com,8028413907,Excellent,FALSE,60k to 100k,6
EMP1373,Eva,Garcia,32,Sales-Texas,Pending,01-Oct-20,71923,eva.garcia@example.com,4964985600,Good,TRUE,60k to 100k,6
EMP1375,Grace,Brown,40,Admin-Florida,Pending,05-Jan-23,98540,grace.brown@example.com,2510505378,Good,FALSE,60k to 100k,3
EMP1385,David,Garcia,25,Sales-California,Pending,29-Jul-21,91780,david.garcia@example.com,40104144,Poor,TRUE,60k to 100k,5
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,21-Aug-23,61587,frank.garcia@example.com,745106633,Excellent,FALSE,60k to 100k,3
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,18-Jan-20,92722,charlie.brown@example.com,4012897431,Excellent,FALSE,60k to 100k,6
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,15-Jun-23,60688,grace.garcia@example.com,9859167953,Excellent,FALSE,60k to 100k,3
EMP1412,Bob,Miller,32,Admin-New York,Pending,31-Oct-21,77351,bob.miller@example.com,1072728497,Good,FALSE,60k to 100k,4
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,29-Sep-24,66705,bob.smith@example.com,2474140702,Poor,TRUE,60k to 100k,2
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,22-Apr-20,71650,grace.williams@example.com,4910740649,Poor,TRUE,60k to 100k,6
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,04-Sep-23,79356,charlie.johnson@example.com,6766708060,Good,FALSE,60k to 100k,3
EMP1429,Eva,Brown,25,Cloud Tech-New York,Pending,25-Apr-22,99059,eva.brown@example.com,6723849790,Poor,FALSE,60k to 100k,4
EMP1436,Frank,Garcia,40,Sales-Texas,Pending,04-Sep-21,68212,frank.garcia@example.com,7244617678,Good,FALSE,60k to 100k,5
EMP1437,Alice,Garcia,40,Finance-Illinois,Pending,31-Jan-23,67490,alice.garcia@example.com,2988425994,Poor,FALSE,60k to 100k,3
EMP1459,Charlie,Williams,30,DevOps-Texas,Pending,19-Mar-23,77412,charlie.williams@example.com,9342967110,Poor,FALSE,60k to 100k,3
EMP1460,Alice,Johnson,30,Sales-California,Pending,28-Mar-21,94775,alice.johnson@example.com,4837537457,Average,FALSE,60k to 100k,5
EMP1469,Grace,Brown,32,DevOps-Nevada,Pending,27-Jun-21,96242,grace.brown@example.com,9842673203,Excellent,FALSE,60k to 100k,5
EMP1470,Bob,Jones,25,Finance-Illinois,Pending,16-Sep-24,84366,bob.jones@example.com,4138459608,Excellent,FALSE,60k to 100k,2
EMP1471,Alice,Garcia,40,Cloud Tech-California,Pending,04-Jul-23,92015,alice.garcia@example.com,4544901494,Average,TRUE,60k to 100k,3
EMP1477,Grace,Garcia,32,DevOps-Florida,Pending,10-Dec-24,66495,grace.garcia@example.com,8093511870,Poor,FALSE,60k to 100k,1
EMP1478,Grace,Smith,25,Sales-Illinois,Pending,27-Jun-24,90004,grace.smith@example.com,8133595615,Average,FALSE,60k to 100k,2
EMP1482,Eva,Jones,32,Finance-Texas,Pending,30-Jun-23,91130,eva.jones@example.com,9026113988,Good,FALSE,60k to 100k,3
EMP1483,Bob,Miller,40,Admin-New York,Pending,19-Apr-23,90787,bob.miller@example.com,8681809787,Average,FALSE,60k to 100k,3
EMP1486,Eva,Williams,40,Admin-Illinois,Pending,26-Oct-23,98556,eva.williams@example.com,8815793762,Poor,TRUE,60k to 100k,2
EMP1494,Alice,Jones,30,HR-Florida,Pending,02-Jul-22,62431,alice.jones@example.com,995765727,Poor,FALSE,60k to 100k,4
EMP1495,Frank,Davis,35,Admin-California,Pending,28-Aug-24,98220,frank.davis@example.com,9413475097,Good,TRUE,60k to 100k,2
EMP1502,Frank,Jones,35,HR-Nevada,Pending,27-Aug-23,70915,frank.jones@example.com,1176741240,Excellent,TRUE,60k to 100k,3
EMP1503,David,Garcia,25,Sales-Florida,Pending,16-Oct-21,97653,david.garcia@example.com,5131528546,Excellent,FALSE,60k to 100k,4
EMP1506,Frank,Garcia,32,HR-New York,Pending,30-Nov-24,89077,frank.garcia@example.com,2727423182,Average,FALSE,60k to 100k,1
EMP1507,Heidi,Williams,30,DevOps-California,Pending,13-Jul-24,89132,heidi.williams@example.com,617893205,Excellent,TRUE,60k to 100k,2
EMP1520,Grace,Garcia,25,Admin-New York,Pending,25-Sep-20,64783,grace.garcia@example.com,3041662410,Average,FALSE,60k to 100k,6
EMP1522,Eva,Miller,32,Sales-Texas,Pending,08-Apr-20,96338,eva.miller@example.com,6394568043,Poor,FALSE,60k to 100k,6
EMP1527,David,Johnson,32,Admin-California,Pending,17-Feb-21,75055,david.johnson@example.com,1182379311,Average,FALSE,60k to 100k,5
EMP1533,Alice,Smith,25,Admin-Nevada,Pending,15-Dec-20,73006,alice.smith@example.com,8728660415,Poor,TRUE,60k to 100k,5
EMP1540,David,Davis,35,Sales-Illinois,Pending,05-Dec-23,93277,david.davis@example.com,6488319212,Average,FALSE,60k to 100k,2
EMP1541,David,Johnson,40,HR-Nevada,Pending,06-Aug-23,76941,david.johnson@example.com,4249128964,Poor,TRUE,60k to 100k,3
EMP1542,Alice,Williams,25,DevOps-New York,Pending,04-Oct-24,82850,alice.williams@example.com,9994973202,Poor,FALSE,60k to 100k,2
EMP1547,Eva,Brown,32,Sales-New York,Pending,07-Oct-23,81935,eva.brown@example.com,7418652056,Poor,FALSE,60k to 100k,3
EMP1548,Alice,Johnson,30,Finance-California,Pending,20-Apr-24,93383,alice.johnson@example.com,5639836519,Average,FALSE,60k to 100k,2
EMP1551,Charlie,Brown,40,Cloud Tech-California,Pending,05-Feb-21,63128,charlie.brown@example.com,440907976,Poor,FALSE,60k to 100k,5
EMP1555,Charlie,Garcia,30,Cloud Tech-Florida,Pending,14-May-23,92431,charlie.garcia@example.com,660138240,Average,FALSE,60k to 100k,3
EMP1558,Eva,Garcia,32,HR-Nevada,Pending,07-Feb-23,94281,eva.garcia@example.com,7111212589,Good,TRUE,60k to 100k,3
EMP1586,Eva,Miller,30,HR-Nevada,Pending,19-Aug-23,76119,eva.miller@example.com,740177508,Good,FALSE,60k to 100k,3
EMP1587,Charlie,Williams,25,Cloud Tech-Texas,Pending,06-May-23,77586,charlie.williams@example.com,5465408423,Excellent,FALSE,60k to 100k,3
EMP1588,Bob,Brown,35,Admin-Nevada,Pending,26-Jan-24,74070,bob.brown@example.com,5607540914,Good,FALSE,60k to 100k,2
EMP1589,Charlie,Jones,30,Admin-New York,Pending,05-Sep-24,67692,charlie.jones@example.com,863218121,Average,TRUE,60k to 100k,2
EMP1590,Alice,Smith,32,Finance-Nevada,Pending,29-May-20,70346,alice.smith@example.com,7645793896,Excellent,TRUE,60k to 100k,6
EMP1597,Charlie,Davis,32,Admin-California,Pending,20-Dec-24,93863,charlie.davis@example.com,5319497968,Excellent,FALSE,60k to 100k,1
EMP1598,Alice,Brown,32,DevOps-Texas,Pending,31-Mar-23,78359,alice.brown@example.com,5867805554,Good,FALSE,60k to 100k,3
EMP1599,Alice,Miller,32,HR-Illinois,Pending,24-Aug-22,95774,alice.miller@example.com,7277382645,Excellent,FALSE,60k to 100k,4
EMP1606,Eva,Davis,35,Sales-Illinois,Pending,22-Dec-20,76366,eva.davis@example.com,6367747225,Excellent,FALSE,60k to 100k,5
EMP1610,Bob,Jones,30,Finance-California,Pending,20-Aug-20,83706,bob.jones@example.com,7150968831,Average,FALSE,60k to 100k,6
EMP1613,Eva,Johnson,30,Sales-Florida,Pending,28-Feb-23,94634,eva.johnson@example.com,7819523709,Average,TRUE,60k to 100k,3
EMP1624,Bob,Jones,32,Cloud Tech-Florida,Pending,24-Feb-21,98144,bob.jones@example.com,5856728726,Excellent,FALSE,60k to 100k,5
EMP1625,Frank,Johnson,25,Admin-Florida,Pending,13-Apr-23,67754,frank.johnson@example.com,6015343323,Average,TRUE,60k to 100k,3
EMP1627,Heidi,Miller,30,HR-Illinois,Pending,17-Sep-22,67764,heidi.miller@example.com,3506158147,Poor,FALSE,60k to 100k,4
EMP1632,Grace,Jones,40,Sales-Nevada,Pending,09-Aug-21,99812,grace.jones@example.com,7171731892,Good,FALSE,60k to 100k,5
EMP1634,Eva,Johnson,30,Cloud Tech-Illinois,Pending,22-Nov-22,98891,eva.johnson@example.com,9970469471,Good,TRUE,60k to 100k,3
EMP1637,Bob,Davis,25,Sales-California,Pending,26-Aug-24,89138,bob.davis@example.com,8772216416,Average,FALSE,60k to 100k,2
EMP1640,Bob,Miller,32,HR-Illinois,Pending,27-May-21,98593,bob.miller@example.com,2362292586,Average,TRUE,60k to 100k,5
EMP1651,Alice,Garcia,32,HR-Florida,Pending,08-May-24,62236,alice.garcia@example.com,3257375533,Excellent,TRUE,60k to 100k,2
EMP1658,Frank,Brown,40,HR-California,Pending,24-Oct-24,89748,frank.brown@example.com,35624394,Good,FALSE,60k to 100k,1
EMP1661,Alice,Williams,40,Cloud Tech-California,Pending,25-May-23,63927,alice.williams@example.com,1553334263,Good,TRUE,60k to 100k,3
EMP1662,Charlie,Jones,35,HR-California,Pending,11-Nov-22,84125,charlie.jones@example.com,3350271606,Excellent,FALSE,60k to 100k,3
EMP1666,Grace,Miller,35,Finance-California,Pending,17-Apr-23,86466,grace.miller@example.com,7481700665,Poor,TRUE,60k to 100k,3
EMP1667,Charlie,Brown,30,Cloud Tech-New York,Pending,25-Apr-21,96342,charlie.brown@example.com,1554164315,Excellent,FALSE,60k to 100k,5
EMP1670,Grace,Smith,35,Admin-New York,Pending,04-Aug-21,81021,grace.smith@example.com,5962622821,Good,FALSE,60k to 100k,5
EMP1673,Charlie,Miller,32,Sales-Florida,Pending,13-Mar-24,94510,charlie.miller@example.com,869822104,Average,FALSE,60k to 100k,2
EMP1676,Charlie,Brown,35,HR-Florida,Pending,18-Jan-20,98144,charlie.brown@example.com,5917793237,Excellent,FALSE,60k to 100k,6
EMP1680,Eva,Garcia,35,DevOps-Nevada,Pending,14-Jul-24,68818,eva.garcia@example.com,3202032649,Excellent,FALSE,60k to 100k,2
EMP1686,Alice,Miller,35,Finance-Texas,Pending,20-Aug-22,62712,alice.miller@example.com,2683230357,Average,FALSE,60k to 100k,4
EMP1687,Eva,Jones,40,Cloud Tech-Texas,Pending,24-May-21,76936,eva.jones@example.com,9298808582,Good,TRUE,60k to 100k,5
EMP1695,Heidi,Brown,30,HR-Illinois,Pending,29-Mar-24,74312,heidi.brown@example.com,3741897214,Poor,FALSE,60k to 100k,2
EMP1697,Heidi,Johnson,40,Sales-California,Pending,28-Nov-23,84306,heidi.johnson@example.com,4381199536,Average,FALSE,60k to 100k,2
EMP1701,Frank,Garcia,32,Admin-California,Pending,09-May-20,96080,frank.garcia@example.com,8609191910,Average,FALSE,60k to 100k,6
EMP1705,Grace,Jones,40,Sales-Illinois,Pending,23-Apr-23,67916,grace.jones@example.com,3470574237,Good,FALSE,60k to 100k,3
EMP1709,Bob,Garcia,25,DevOps-New York,Pending,28-Feb-22,63262,bob.garcia@example.com,2501394883,Good,FALSE,60k to 100k,4
EMP1710,David,Davis,32,DevOps-New York,Pending,14-Mar-24,89070,david.davis@example.com,8826913118,Good,FALSE,60k to 100k,2
EMP1714,Frank,Garcia,32,Admin-Illinois,Pending,14-Mar-21,76254,frank.garcia@example.com,2043097767,Excellent,FALSE,60k to 100k,5
EMP1717,Frank,Brown,25,DevOps-California,Pending,13-Nov-22,88943,frank.brown@example.com,1253892186,Average,FALSE,60k to 100k,3
EMP1723,Alice,Smith,40,Cloud Tech-California,Pending,25-Mar-20,72352,alice.smith@example.com,2895090590,Average,TRUE,60k to 100k,6
EMP1740,Bob,Davis,35,Finance-Illinois,Pending,29-Jun-20,63049,bob.davis@example.com,803149981,Poor,TRUE,60k to 100k,6
EMP1745,Bob,Johnson,40,Sales-Nevada,Pending,22-Nov-24,93787,bob.johnson@example.com,6356022938,Poor,FALSE,60k to 100k,1
EMP1747,David,Davis,30,Sales-Illinois,Pending,26-Jun-24,64162,david.davis@example.com,6437490606,Excellent,TRUE,60k to 100k,2
EMP1748,Charlie,Smith,40,Admin-Nevada,Pending,19-Nov-20,72225,charlie.smith@example.com,2311127127,Average,FALSE,60k to 100k,5
EMP1756,David,Johnson,25,Admin-Florida,Pending,30-Sep-22,98150,david.johnson@example.com,9848228500,Good,TRUE,60k to 100k,4
EMP1758,Grace,Smith,32,DevOps-Illinois,Pending,03-Jan-23,86766,grace.smith@example.com,2130609068,Poor,TRUE,60k to 100k,3
EMP1760,David,Brown,32,Sales-Florida,Pending,21-Mar-20,89039,david.brown@example.com,4967379456,Good,FALSE,60k to 100k,6
EMP1762,Heidi,Jones,30,Finance-California,Pending,21-Apr-20,98297,heidi.jones@example.com,4250642075,Poor,FALSE,60k to 100k,6
EMP1763,Heidi,Johnson,40,Cloud Tech-Nevada,Pending,19-Aug-20,62584,heidi.johnson@example.com,8362536666,Good,FALSE,60k to 100k,6
EMP1766,Charlie,Jones,25,Cloud Tech-Texas,Pending,09-Jul-22,94385,charlie.jones@example.com,6543627186,Poor,TRUE,60k to 100k,4
EMP1771,Heidi,Jones,40,Sales-Texas,Pending,12-Dec-24,84543,heidi.jones@example.com,5155322,Good,TRUE,60k to 100k,1
EMP1777,Frank,Garcia,40,Cloud Tech-Florida,Pending,12-May-20,70498,frank.garcia@example.com,5515122945,Good,TRUE,60k to 100k,6
EMP1778,Eva,Garcia,35,Sales-Florida,Pending,05-Mar-21,98708,eva.garcia@example.com,2135415969,Average,TRUE,60k to 100k,5
EMP1779,Bob,Williams,32,DevOps-Nevada,Pending,28-Jun-20,83856,bob.williams@example.com,9962543847,Excellent,FALSE,60k to 100k,6
EMP1781,Charlie,Williams,32,Sales-Florida,Pending,02-Feb-24,94230,charlie.williams@example.com,5047158028,Excellent,TRUE,60k to 100k,2
EMP1784,David,Johnson,25,DevOps-New York,Pending,30-Jul-21,67809,david.johnson@example.com,4837441714,Excellent,FALSE,60k to 100k,5
EMP1793,Frank,Brown,40,HR-New York,Pending,11-Sep-21,62251,frank.brown@example.com,6453804420,Excellent,TRUE,60k to 100k,5
EMP1795,Charlie,Davis,30,HR-Florida,Pending,24-Nov-24,86654,charlie.davis@example.com,1595919456,Average,TRUE,60k to 100k,1
EMP1797,Bob,Davis,25,HR-Texas,Pending,02-Oct-24,91600,bob.davis@example.com,9205677566,Average,TRUE,60k to 100k,2
EMP1798,Heidi,Smith,25,Cloud Tech-Illinois,Pending,06-Mar-24,71874,heidi.smith@example.com,7722660255,Good,TRUE,60k to 100k,2
EMP1801,Bob,Miller,30,Sales-California,Pending,14-Oct-21,68974,bob.miller@example.com,6248433796,Average,TRUE,60k to 100k,4
EMP1816,Charlie,Smith,35,Finance-Texas,Pending,10-Aug-20,97986,charlie.smith@example.com,7439742924,Good,FALSE,60k to 100k,6
EMP1825,Charlie,Brown,30,Cloud Tech-Texas,Pending,02-Feb-20,60080,charlie.brown@example.com,4706810389,Average,TRUE,60k to 100k,6
